timestamp,open,high,low,close,volume,time,day_of_week,hour_of_day,sma15,sma60,rsi
1593302400000,9012.0,9191.0,8948.06,9116.35,30688.176421,2020-06-28,6,0,9350.410666666667,,
1593388800000,9116.16,9238.0,9024.67,9192.56,42120.293261,2020-06-29,0,0,9340.441333333332,,
1593475200000,9192.93,9205.0,9064.89,9138.55,31463.162801,2020-06-30,1,0,9321.276666666667,,
1593561600000,9138.08,9292.0,9080.1,9232.0,38488.528699,2020-07-01,2,0,9301.704,,
1593648000000,9231.99,9261.96,8940.0,9086.54,45725.168076,2020-07-02,3,0,9276.464,,
1593734400000,9086.54,9125.0,9037.47,9058.26,28943.420177,2020-07-03,4,0,9254.593333333332,,
1593820800000,9057.79,9190.0,9040.04,9135.46,26441.968484,2020-07-04,5,0,9242.942000000001,,
1593907200000,9135.0,9145.24,8893.03,9069.41,34073.653627,2020-07-05,6,0,9223.639333333333,,
1593993600000,9069.41,9375.0,9055.92,9344.2,54463.132277,2020-07-06,0,0,9226.94,,
1594080000000,9342.47,9379.42,9203.0,9257.39,34587.336678,2020-07-07,1,0,9198.386666666665,,
1594166400000,9257.4,9470.0,9231.0,9436.06,56140.517781,2020-07-08,2,0,9185.798,,
1594252800000,9436.06,9440.79,9160.0,9232.43,48044.450645,2020-07-09,3,0,9181.527333333333,,
1594339200000,9232.42,9317.48,9125.0,9288.34,38295.494006,2020-07-10,4,0,9184.117333333334,,
1594425600000,9288.34,9299.28,9178.25,9234.03,22561.366,2020-07-11,5,0,9188.905333333332,,
1594512000000,9234.02,9345.0,9157.5,9302.75,30872.702286,2020-07-12,6,0,9208.288666666665,,
1594598400000,9303.31,9343.82,9200.89,9242.62,42740.069115,2020-07-13,0,0,9216.706666666667,,
1594684800000,9242.61,9279.54,9113.0,9255.85,45772.552509,2020-07-14,1,0,9220.926,,
1594771200000,9255.85,9276.49,9160.57,9197.6,39053.579665,2020-07-15,2,0,9224.862666666666,,
1594857600000,9197.6,9226.15,9047.25,9133.72,43375.571191,2020-07-16,3,0,9218.310666666666,,
1594944000000,9133.72,9186.83,9089.81,9154.32,28054.358741,2020-07-17,4,0,9222.829333333333,,
1595030400000,9154.31,9219.3,9121.1,9170.28,22554.541457,2020-07-18,5,0,9230.297333333332,,
1595116800000,9170.3,9232.27,9101.35,9208.99,26052.019417,2020-07-19,6,0,9235.199333333332,,
1595203200000,9208.99,9221.52,9131.0,9160.78,35458.764082,2020-07-20,0,0,9241.290666666666,,
1595289600000,9160.78,9437.73,9152.8,9390.0,60413.582486,2020-07-21,1,0,9244.344000000001,,
1595376000000,9390.0,9544.0,9261.0,9518.16,48815.004107,2020-07-22,2,0,9261.728666666666,,
1595462400000,9518.16,9664.0,9440.33,9603.27,51856.2335,2020-07-23,3,0,9272.876,,
1595548800000,9603.27,9637.0,9463.44,9537.8,43931.136205,2020-07-24,4,0,9293.234,,
1595635200000,9538.1,9732.9,9513.0,9700.42,40679.545416,2020-07-25,5,0,9320.706,,
1595721600000,9700.42,10111.0,9650.0,9931.54,65279.269319,2020-07-26,6,0,9367.206666666667,,
1595808000000,9931.54,11394.86,9917.21,11029.96,150188.933144,2020-07-27,0,0,9482.354,,
1595894400000,11029.96,11242.23,10565.0,10906.27,97267.734187,2020-07-28,1,0,9593.264,,
1595980800000,10906.27,11342.82,10812.0,11100.53,76838.094233,2020-07-29,2,0,9716.242666666665,,
1596067200000,11100.52,11170.0,10831.0,11099.61,60794.826456,2020-07-30,3,0,9843.043333333333,,
1596153600000,11099.79,11444.0,10960.0,11335.46,70063.660974,2020-07-31,4,0,9989.826,,
1596240000000,11335.46,11861.0,11220.0,11801.17,85087.485126,2020-08-01,5,0,10166.282666666668,,
1596326400000,11801.17,12123.46,10518.5,11071.35,97553.077604,2020-08-02,6,0,10293.020666666669,,
1596412800000,11071.36,11473.0,10936.0,11219.81,56931.841475,2020-08-03,0,0,10427.075333333334,,
1596499200000,11219.68,11414.98,11000.0,11191.97,58629.113709,2020-08-04,1,0,10562.488000000001,,
1596585600000,11191.99,11780.93,11093.0,11744.91,74970.256852,2020-08-05,2,0,10719.481999999998,,
1596672000000,11744.91,11900.0,11562.5,11762.46,63529.08502,2020-08-06,3,0,10869.102,,
1596758400000,11762.47,11909.94,11322.0,11594.23,65755.926022,2020-08-07,4,0,11001.832666666665,9736.725333333334,
1596844800000,11594.36,11808.27,11512.0,11761.41,41858.16104,2020-08-08,5,0,11150.073333333334,9769.875,
1596931200000,11761.02,11797.11,11521.97,11681.68,41493.067342,2020-08-09,6,0,11282.157333333333,9799.819666666666,
1597017600000,11681.69,12067.35,11450.0,11892.92,84952.337887,2020-08-10,0,0,11412.916,9843.361666666668,
1597104000000,11892.9,11935.0,11125.0,11392.08,90748.284634,2020-08-11,1,0,11437.057333333332,9875.4775,
1597190400000,11392.09,11617.52,11150.0,11564.33,64909.613644,2020-08-12,2,0,11480.928000000002,9910.32733333333,
1597276800000,11564.34,11792.96,11270.36,11780.0,70132.491502,2020-08-13,3,0,11526.226,9950.958999999999,
1597363200000,11779.77,11850.0,11634.03,11760.54,59818.852697,2020-08-14,4,0,11570.288,9989.867666666665,
1597449600000,11760.55,11980.0,11680.0,11852.4,56237.90505,2020-08-15,5,0,11604.750666666667,10028.647833333333,
1597536000000,11852.4,11931.72,11686.0,11911.0,41368.236906,2020-08-16,6,0,11612.072666666667,10069.412166666667,
1597622400000,11910.99,12468.0,11769.78,12281.13,84734.21154,2020-08-17,0,0,11692.724666666667,10117.659000000001,
1597708800000,12281.15,12387.77,11817.93,11945.01,75923.835527,2020-08-18,1,0,11741.071333333331,10161.572000000002,
1597795200000,11945.1,12020.08,11561.0,11754.59,73940.169606,2020-08-19,2,0,11778.579333333331,10201.499333333333,
1597881600000,11754.38,11888.0,11668.0,11853.55,46085.254351,2020-08-20,3,0,11785.822000000002,10244.147,
1597968000000,11853.54,11878.0,11485.81,11531.34,64448.306142,2020-08-21,4,0,11770.413999999999,10274.907833333333,
1598054400000,11531.23,11686.0,11376.81,11662.96,43678.701646,2020-08-22,5,0,11774.996000000001,10308.875666666665,
1598140800000,11663.51,11718.07,11514.13,11648.13,37900.00469,2020-08-23,6,0,11767.444,10348.069666666666,
1598227200000,11648.12,11824.9,11585.09,11748.2,46212.391867,2020-08-24,0,0,11771.878666666667,10389.714833333333,
1598313600000,11748.19,11767.85,11117.64,11318.42,69590.923272,2020-08-25,1,0,11733.578666666666,10425.651666666667,
1598400000000,11318.42,11539.32,11244.0,11461.43,53998.231231,2020-08-26,2,0,11738.202,10466.4755,
1598486400000,11461.42,11592.2,11125.0,11330.38,63246.036383,2020-08-27,3,0,11722.605333333333,10503.376,
1598572800000,11330.38,11542.65,11276.89,11526.91,45953.908365,2020-08-28,4,0,11705.732666666667,10542.281833333334,
1598659200000,11526.9,11580.02,11417.04,11465.84,32973.7992,2020-08-29,5,0,11686.086,10581.070000000002,
1598745600000,11465.84,11719.0,11458.0,11711.16,43177.879054,2020-08-30,6,0,11676.67,10622.389333333334,
1598832000000,11711.17,11800.77,11570.0,11649.51,55353.617744,2020-08-31,0,0,11659.237333333333,10665.1055,
1598918400000,11649.51,12050.85,11515.0,11921.97,78148.193668,2020-09-01,1,0,11635.293333333333,10712.834,
1599004800000,11921.97,11954.57,11160.1,11388.54,87221.845602,2020-09-02,2,0,11598.195333333333,10750.385333333334,
1599091200000,11388.54,11462.6,9960.8,10140.85,121950.106015,2020-09-03,3,0,11490.612666666666,10768.242666666667,
1599177600000,10138.29,10627.05,9875.5,10446.25,92733.599113,2020-09-04,4,0,11396.792666666666,10786.61016666667,
1599264000000,10446.25,10565.68,9825.0,10166.69,90001.605568,2020-09-05,5,0,11305.815999999999,10801.765166666668,
1599350400000,10166.69,10347.14,9994.86,10256.2,56368.788815,2020-09-06,6,0,11212.032000000001,10815.434166666666,
1599436800000,10255.89,10410.75,9875.0,10373.44,62620.230676,2020-09-07,0,0,11127.052666666666,10834.451000000001,
1599523200000,10373.45,10438.0,9850.0,10126.65,73491.878418,2020-09-08,1,0,11018.949333333332,10848.422833333334,
1599609600000,10126.66,10343.0,9981.01,10219.2,49347.113776,2020-09-09,2,0,10945.668000000001,10864.842333333334,
1599696000000,10219.29,10483.35,10070.83,10336.87,58253.75375,2020-09-10,3,0,10870.697333333335,10882.077666666668,
1599782400000,10336.86,10397.6,10200.0,10387.89,43830.254467,2020-09-11,4,0,10807.864666666666,10901.1655,
1599868800000,10387.89,10477.97,10269.25,10440.92,35379.153096,2020-09-12,5,0,10735.465333333334,10920.916666666666,
1599955200000,10440.67,10580.11,10200.0,10332.83,43837.609865,2020-09-13,6,0,10659.931333333334,10939.837166666666,
1600041600000,10332.84,10750.0,10212.34,10671.77,67059.291361,2020-09-14,0,0,10590.638666666668,10965.471333333333,
1600128000000,10671.77,10930.04,10606.48,10785.31,61822.452786,2020-09-15,1,0,10533.025333333333,10992.654499999999,
1600214400000,10785.23,11093.0,10661.22,10954.01,64991.51244,2020-09-16,2,0,10468.494666666666,11022.383333333333,
1600300800000,10954.01,11045.46,10745.83,10939.99,55601.614529,2020-09-17,3,0,10438.591333333336,11051.233333333334,
1600387200000,10940.0,11038.03,10812.84,10933.39,47266.728275,2020-09-18,4,0,10491.427333333333,11080.776833333333,
1600473600000,10933.4,11179.79,10887.37,11080.65,38440.036858,2020-09-19,5,0,10533.720666666666,11108.954333333333,
1600560000000,11080.64,11080.64,10723.0,10920.28,39157.922565,2020-09-20,6,0,10583.960000000001,11132.323,
1600646400000,10920.28,10988.86,10296.35,10417.22,70683.431179,2020-09-21,0,0,10594.694666666666,11145.888833333333,
1600732800000,10417.22,10572.71,10353.0,10529.61,43991.235476,2020-09-22,1,0,10605.106,11162.419,
1600819200000,10529.61,10537.15,10136.82,10241.46,51876.568079,2020-09-23,2,0,10612.76,11171.436333333335,
1600905600000,10241.46,10795.24,10190.93,10736.32,57676.619427,2020-09-24,3,0,10647.234666666665,11184.849333333334,
1600992000000,10736.33,10760.53,10556.24,10686.67,48101.117008,2020-09-25,4,0,10670.554666666667,11179.127833333334,
1601078400000,10686.57,10820.94,10644.68,10728.6,28420.836659,2020-09-26,5,0,10693.268666666667,11176.166666666666,
1601164800000,10728.59,10799.0,10594.82,10774.25,30549.483253,2020-09-27,6,0,10715.490666666667,11170.728666666666,
1601251200000,10774.26,10950.0,10626.0,10696.12,50095.251734,2020-09-28,0,0,10739.710000000001,11164.003833333332,
1601337600000,10696.11,10867.54,10635.87,10840.48,41874.898399,2020-09-29,1,0,10750.957333333332,11155.754166666668,
1601424000000,10840.58,10849.34,10665.13,10776.59,39596.027322,2020-09-30,2,0,10750.375999999998,11138.677833333331,
1601510400000,10776.59,10920.0,10437.0,10619.13,60866.332893,2020-10-01,3,0,10728.050666666668,11131.140833333333,
1601596800000,10619.13,10664.64,10374.0,10570.4,50130.393705,2020-10-02,4,0,10703.411333333332,11120.317333333334,
1601683200000,10570.4,10603.56,10496.46,10542.06,22298.221341,2020-10-03,5,0,10677.322666666667,11109.4855,
1601769600000,10542.07,10696.87,10517.87,10666.63,23212.001595,2020-10-04,6,0,10649.721333333333,11091.514166666668,
1601856000000,10666.62,10798.0,10615.64,10792.21,34025.761653,2020-10-05,0,0,10641.18333333333,11075.343333333332,
1601942400000,10792.2,10800.0,10525.0,10599.66,48674.740471,2020-10-06,1,0,10653.346,11058.767166666667,
1602028800000,10599.65,10681.87,10546.17,10666.39,32811.990279,2020-10-07,2,0,10662.464666666667,11040.516833333331,
1602115200000,10666.4,10950.0,10530.41,10925.57,51959.691572,2020-10-08,3,0,10708.072000000002,11027.915,
1602201600000,10925.44,11104.64,10829.0,11050.64,48240.073237,2020-10-09,4,0,10729.026666666667,11013.877,
1602288000000,11050.64,11491.0,11050.51,11293.22,43648.036943,2020-10-10,5,0,10769.463333333331,11012.229333333333,
1602374400000,11293.22,11445.0,11221.0,11369.02,29043.851339,2020-10-11,6,0,10812.158,11008.974166666669,
1602460800000,11369.02,11720.01,11172.0,11528.25,52825.28371,2020-10-12,0,0,10862.424666666666,11004.778333333334,
1602547200000,11528.24,11557.0,11300.0,11420.56,42205.283709,2020-10-13,1,0,10910.720666666666,10999.112,
1602633600000,11420.57,11547.98,11280.0,11417.89,41415.106015,2020-10-14,2,0,10949.214666666667,10991.870166666666,
1602720000000,11417.89,11617.34,11250.83,11505.12,48760.717679,2020-10-15,3,0,10997.783333333333,10985.1055,
1602806400000,11505.13,11541.15,11200.0,11319.32,48797.749502,2020-10-16,4,0,11044.462666666666,10969.075333333334,
1602892800000,11319.24,11402.42,11255.0,11360.2,22368.915241,2020-10-17,5,0,11097.116,10959.3285,
1602979200000,11360.31,11505.0,11346.22,11503.14,23284.041191,2020-10-18,6,0,11161.188,10955.137666666667,
1603065600000,11503.14,11823.99,11407.96,11751.47,47414.534692,2020-10-19,0,0,11233.510666666667,10953.436333333333,
1603152000000,11751.46,12038.38,11677.59,11909.99,62134.750663,2020-10-20,1,0,11308.029333333334,10959.747166666666,
1603238400000,11910.0,13217.68,11886.95,12780.96,114584.456767,2020-10-21,2,0,11453.449333333332,10978.380500000001,
1603324800000,12780.75,13185.0,12678.08,12968.52,70038.824144,2020-10-22,3,0,11606.924666666666,11000.386999999999,
1603411200000,12968.84,13027.69,12720.08,12923.07,50386.999841,2020-10-23,4,0,11740.091333333334,11019.968166666666,
1603497600000,12923.06,13166.73,12870.0,13111.73,35952.20907,2020-10-24,5,0,11877.497333333333,11049.856666666667,
1603584000000,13111.73,13350.0,12888.0,13028.83,38481.579504,2020-10-25,6,0,11993.204666666667,11075.98,
1603670400000,13029.64,13238.81,12765.0,13052.19,60951.672986,2020-10-26,0,0,12105.416000000001,11104.676833333333,
1603756800000,13052.15,13789.29,13019.87,13636.17,80811.01945,2020-10-27,1,0,12245.944,11139.831166666667,
1603843200000,13636.16,13859.48,12888.0,13266.4,94440.561226,2020-10-28,2,0,12369.0,11169.840499999998,
1603929600000,13266.4,13642.91,12920.77,13455.7,74872.602132,2020-10-29,3,0,12504.854,11198.916166666666,
1604016000000,13455.69,13669.98,13115.0,13560.1,70657.778881,2020-10-30,4,0,12641.852666666668,11230.759333333333,
1604102400000,13560.1,14100.0,13411.5,13791.0,67339.238515,2020-10-31,5,0,12806.631333333333,11261.909833333333,
1604188800000,13791.0,13895.0,13603.0,13761.5,36285.648526,2020-11-01,6,0,12966.718,11301.459166666667,
1604275200000,13761.49,13830.0,13195.05,13549.37,64566.421908,2020-11-02,0,0,13103.133333333333,11358.267833333333,
1604361600000,13549.63,14066.11,13284.99,14023.53,74115.630787,2020-11-03,1,0,13254.604,11417.889166666666,
1604448000000,14023.53,14259.0,13525.0,14144.01,93016.988262,2020-11-04,2,0,13403.538666666667,11484.177833333333,
1604534400000,14144.01,15750.0,14093.56,15590.02,143741.522673,2020-11-05,3,0,13590.809333333335,11573.074833333336,
1604620800000,15590.02,15960.0,15166.0,15579.92,122618.197695,2020-11-06,4,0,13764.902666666667,11659.8495,
1604707200000,15579.93,15753.52,14344.22,14818.3,101431.206553,2020-11-07,5,0,13891.251333333332,11738.043666666666,
1604793600000,14818.3,15650.0,14703.88,15475.1,65547.178574,2020-11-08,6,0,14048.809333333335,11825.642,
1604880000000,15475.1,15840.0,14805.54,15328.41,108976.334134,2020-11-09,0,0,14202.114666666666,11908.834333333334,
1604966400000,15328.41,15460.0,15072.46,15297.21,61681.919606,2020-11-10,1,0,14351.782666666666,11990.656333333334,
1605052800000,15297.21,15965.0,15272.68,15684.24,78469.746458,2020-11-11,2,0,14488.320666666667,12078.045,
1605139200000,15684.25,16340.7,15440.64,16291.86,102196.356592,2020-11-12,3,0,14690.018000000002,12177.362166666666,
1605225600000,16291.85,16480.0,15952.35,16320.7,75691.881014,2020-11-13,4,0,14881.018,12271.511,
1605312000000,16320.04,16326.99,15670.0,16070.45,59116.347179,2020-11-14,5,0,15048.374666666667,12359.596666666668,
1605398400000,16069.56,16180.0,15774.72,15957.0,43596.841513,2020-11-15,6,0,15192.774666666666,12442.979833333335,
1605484800000,15957.0,16880.0,15864.0,16713.57,81300.675924,2020-11-16,0,0,15389.579333333333,12539.206166666667,
1605571200000,16713.08,17858.82,16538.0,17659.38,115221.403102,2020-11-17,1,0,15663.58,12651.306,
1605657600000,17659.38,18476.93,17214.45,17776.12,149019.788134,2020-11-18,2,0,15913.752666666667,12762.897166666666,
1605744000000,17777.75,18179.8,17335.65,17802.82,93009.561008,2020-11-19,3,0,16157.673333333332,12877.606166666666,
1605830400000,17802.81,18815.22,17740.04,18655.67,88423.018489,2020-11-20,4,0,16362.05,13014.913666666667,
1605916800000,18655.66,18965.9,18308.58,18703.8,75577.458394,2020-11-21,5,0,16570.308666666664,13151.150166666666,
1606003200000,18703.8,18750.0,17610.86,18414.43,81645.737778,2020-11-22,6,0,16810.050666666666,13287.366333333333,
1606089600000,18413.88,18766.0,18000.0,18368.0,82961.506093,2020-11-23,0,0,17002.910666666667,13414.561,
1606176000000,18368.01,19418.97,18018.0,19160.01,113581.509241,2020-11-24,1,0,17258.350666666665,13555.783333333333,
1606262400000,19160.0,19484.21,18500.27,18719.11,93266.576887,2020-11-25,2,0,17486.477333333332,13688.9585,
1606348800000,18718.83,18915.03,16188.0,17149.47,181005.246693,2020-11-26,3,0,17584.159333333333,13795.212166666666,
1606435200000,17149.47,17457.62,16438.08,17139.52,85297.024787,2020-11-27,4,0,17640.67,13902.602166666667,
1606521600000,17139.53,17880.49,16865.56,17719.85,64910.69997,2020-11-28,5,0,17733.946666666667,14017.258333333333,
1606608000000,17719.84,18360.05,17517.0,18184.99,55329.016303,2020-11-29,6,0,17874.916,14140.731666666667,
1606694400000,18185.0,19863.16,18184.99,19695.87,115463.466888,2020-11-30,0,0,18124.174,14292.010666666667,
1606780800000,19695.87,19888.0,18001.12,18764.96,127698.762652,2020-12-01,1,0,18260.933333333334,14428.586666666666,
1606867200000,18764.96,19342.0,18330.0,19204.09,75911.013478,2020-12-02,2,0,18363.913999999997,14572.953833333333,
1606953600000,19204.08,19598.0,18867.2,19421.9,66689.391279,2020-12-03,3,0,18473.632666666665,14718.875,
1607040000000,19422.34,19527.0,18565.31,18650.52,71283.6682,2020-12-04,4,0,18530.146,14849.846833333333,
1607126400000,18650.51,19177.0,18500.0,19147.66,42922.748573,2020-12-05,5,0,18562.945333333333,14992.313499999998,
1607212800000,19147.66,19420.0,18857.0,19359.4,37043.091861,2020-12-06,6,0,18606.652000000002,15137.197000000002,
1607299200000,19358.67,19420.91,18902.88,19166.9,41372.296293,2020-12-07,0,0,18656.816666666666,15274.5525,
1607385600000,19166.9,19294.84,18200.0,18324.11,61626.947614,2020-12-08,1,0,18653.890666666666,15395.777,
1607472000000,18324.11,18639.57,17650.0,18541.28,79585.553801,2020-12-09,2,0,18612.642,15516.578000000001,
1607558400000,18541.29,18557.32,17911.12,18254.63,52890.675094,2020-12-10,3,0,18581.67666666667,15631.338166666666,
1607644800000,18254.81,18292.73,17572.33,18036.53,72610.724259,2020-12-11,4,0,18640.814000000002,15739.8095,
1607731200000,18036.53,18948.66,18020.7,18808.69,49519.978432,2020-12-12,5,0,18752.092,15862.945000000002,
1607817600000,18808.69,19411.0,18711.12,19174.99,56560.821744,2020-12-13,6,0,18849.101333333336,15992.230000000001,
1607904000000,19174.99,19349.0,19000.0,19273.14,47257.201294,2020-12-14,0,0,18921.644666666667,16121.697000000002,
1607990400000,19273.69,19570.0,19050.0,19426.43,61834.366011,2020-12-15,1,0,18903.682000000004,16256.815499999999,
1608076800000,19426.43,21560.0,19278.6,21335.52,114306.33557,2020-12-16,2,0,19075.052666666666,16423.070833333335,
1608163200000,21335.52,23800.0,21230.0,22797.16,184882.476748,2020-12-17,3,0,19314.59066666667,16611.304500000002,
1608249600000,22797.15,23285.18,22350.0,23107.39,79646.134315,2020-12-18,4,0,19560.289999999997,16800.569833333335,
1608336000000,23107.39,24171.47,22750.0,23821.61,86045.064677,2020-12-19,5,0,19905.029333333332,16999.096833333333,
1608422400000,23821.6,24295.0,23060.0,23455.52,76690.145685,2020-12-20,6,0,20192.219999999998,17177.006166666666,
1608508800000,23455.54,24102.77,21815.0,22719.71,88030.297243,2020-12-21,0,0,20416.240666666665,17339.526,
1608595200000,22719.88,23837.1,22353.4,23810.79,87033.12616,2020-12-22,1,0,20725.833333333332,17520.988,
1608681600000,23810.79,24100.0,22600.0,23232.76,119047.259733,2020-12-23,2,0,21053.076666666664,17689.671833333334,
1608768000000,23232.39,23794.43,22703.42,23729.2,69013.834252,2020-12-24,3,0,21398.938000000002,17868.011333333336,
1608854400000,23728.99,24789.86,23433.6,24712.47,79519.943569,2020-12-25,4,0,21829.46066666667,18062.349333333335,
1608940800000,24712.47,26867.03,24500.0,26493.39,97806.513386,2020-12-26,5,0,22393.25133333333,18276.636333333332,
1609027200000,26493.4,28422.0,25700.0,26281.66,148455.586214,2020-12-27,6,0,22891.449333333334,18493.557333333334,
1609113600000,26281.54,27500.0,26101.0,27079.41,79721.742496,2020-12-28,0,0,23418.410666666667,18720.619166666667,
1609200000000,27079.42,27410.0,25880.0,27385.0,69411.592606,2020-12-29,1,0,23959.201333333334,18951.034166666668,
1609286400000,27385.0,28996.0,27320.0,28875.54,95356.057826,2020-12-30,2,0,24589.142,19202.443166666668,
1609372800000,28875.55,29300.0,27850.0,28923.63,75508.505152,2020-12-31,3,0,25095.016,19455.145333333334,
1609459200000,28923.63,29600.0,28624.57,29331.69,54182.925011,2021-01-01,4,0,25530.65133333333,19718.184,
1609545600000,29331.7,33300.0,28946.53,32178.33,129993.873362,2021-01-02,5,0,26135.380666666668,20020.764000000003,
1609632000000,32176.45,34778.11,31962.99,33000.05,120957.56675,2021-01-03,6,0,26747.276666666665,20335.031333333336,
1609718400000,33000.05,33600.0,28130.0,31988.71,140899.88569,2021-01-04,0,0,27316.156000000003,20608.342833333336,
1609804800000,31989.75,34360.0,29900.0,33949.53,116049.997038,2021-01-05,1,0,28064.810666666668,20914.503,
1609891200000,33949.53,36939.21,33288.0,36769.36,127139.20131,2021-01-06,2,0,28928.715333333337,21280.354,
1609977600000,36769.36,40365.0,36300.0,39432.28,132825.700437,2021-01-07,3,0,30008.683333333334,21679.640333333333,
1610064000000,39432.48,41950.0,36500.0,40582.81,139789.957499,2021-01-08,4,0,31132.25733333333,22100.547000000002,
1610150400000,40586.96,41380.0,38720.0,40088.22,75785.979675,2021-01-09,5,0,32157.307333333338,22513.7305,
1610236800000,40088.22,41350.0,35111.11,38150.02,118209.544503,2021-01-10,6,0,32934.416,22888.160166666665,
1610323200000,38150.02,38264.74,30420.0,35404.47,251156.138287,2021-01-11,0,0,33542.60333333333,23206.703666666665,
1610409600000,35410.37,36628.0,32531.0,34051.24,133948.151996,2021-01-12,1,0,34007.392,23502.212666666666,
1610496000000,34049.15,37850.0,32380.0,37371.38,124477.914938,2021-01-13,2,0,34673.15066666667,23857.22816666667,
1610582400000,37371.38,40100.0,36701.23,39144.5,102950.389421,2021-01-14,3,0,35357.748,24243.6865,
1610668800000,39145.21,39747.76,34408.0,36742.22,118300.920916,2021-01-15,4,0,35878.98733333334,24577.497333333336,
1610755200000,36737.43,37950.0,35357.8,35994.98,86348.431508,2021-01-16,5,0,36323.206666666665,24883.090666666667,
1610841600000,35994.98,36852.5,33850.0,35828.61,80157.727384,2021-01-17,6,0,36566.558666666664,25183.965500000002,
1610928000000,35824.99,37469.83,34800.0,36631.27,70698.11875,2021-01-18,0,0,36808.64,25497.772999999997,
1611014400000,36622.46,37850.0,35844.06,35891.49,79611.307769,2021-01-19,1,0,37068.825333333334,25785.036666666667,
1611100800000,35901.94,36415.31,33400.0,35468.23,89368.422918,2021-01-20,2,0,37170.072,26064.443833333335,
1611187200000,35468.23,35600.0,30071.0,30850.13,135004.076658,2021-01-21,3,0,36775.456666666665,26271.7055,
1611273600000,30851.99,33826.53,28850.0,32945.17,142971.684049,2021-01-22,4,0,36342.98266666666,26514.658333333333,
1611360000000,32950.0,33456.0,31390.16,32078.0,64595.287675,2021-01-23,5,0,35775.99533333334,26729.958166666667,
1611446400000,32078.0,33071.0,30900.0,32259.9,57978.037966,2021-01-24,6,0,35254.10733333333,26955.638,
1611532800000,32259.45,34875.0,31910.0,32254.2,88499.226921,2021-01-25,0,0,34861.05266666667,27207.3835,
1611619200000,32254.19,32921.88,30837.37,32467.77,84972.20691,2021-01-26,1,0,34665.272666666664,27462.854333333333,
1611705600000,32464.01,32557.29,29241.72,30366.15,95911.961711,2021-01-27,2,0,34419.6,27673.626,
1611792000000,30362.19,33783.98,29842.1,33364.86,92621.145617,2021-01-28,3,0,34152.49866666667,27926.62383333333,
1611878400000,33368.18,38531.9,31915.4,34252.2,231827.005626,2021-01-29,4,0,33826.34533333333,28169.229333333333,
1611964800000,34246.28,34933.0,32825.0,34262.88,84889.68134,2021-01-30,5,0,33661.056000000004,28427.528,
1612051200000,34262.89,34342.69,32171.67,33092.98,68742.280384,2021-01-31,6,0,33467.58933333333,28659.0095,
1612137600000,33092.97,34717.27,32296.16,33526.37,82718.276882,2021-02-01,0,0,33314.10666666667,28894.084,
1612224000000,33517.09,35984.33,33418.0,35466.24,78056.65988,2021-02-02,1,0,33236.437999999995,29174.346,
1612310400000,35472.71,37662.63,35362.38,37618.87,80784.333663,2021-02-03,2,0,33351.596666666665,29482.1995,
1612396800000,37620.26,38708.27,36161.95,36936.66,92080.735898,2021-02-04,3,0,33449.492,29775.153833333334,
1612483200000,36936.65,38310.12,36570.0,38290.24,66681.334275,2021-02-05,4,0,33945.49933333333,30093.87616666667,
1612569600000,38289.32,40955.51,38215.94,39186.94,98757.311183,2021-02-06,5,0,34361.617333333335,30441.59,
1612656000000,39181.01,39700.0,37351.0,38795.69,84363.679763,2021-02-07,6,0,34809.46333333333,30779.163500000002,
1612742400000,38795.69,46794.45,37988.89,46374.87,138597.536914,2021-02-08,0,0,35750.46133333333,31247.834166666667,
1612828800000,46374.86,48142.19,44961.09,46420.42,115499.861712,2021-02-09,1,0,36694.876000000004,31720.898999999998,
1612915200000,46420.42,47310.0,43727.0,44807.58,97154.1822,2021-02-10,2,0,37517.530000000006,32154.213833333335,
1613001600000,44807.58,48678.9,43994.02,47969.51,89561.081454,2021-02-11,3,0,38691.08733333334,32634.1225,
1613088000000,47968.66,48985.8,46125.0,47287.6,85870.035697,2021-02-12,4,0,39619.270000000004,33101.03016666667,
1613174400000,47298.15,48150.0,46202.53,47153.69,63768.097399,2021-02-13,5,0,40479.369333333336,33563.15116666667,
1613260800000,47156.78,49707.43,47014.17,48577.79,73735.475533,2021-02-14,6,0,41433.69666666667,34017.189,
1613347200000,48580.47,49010.92,45570.79,47911.1,79398.156784,2021-02-15,0,0,42421.57133333333,34435.75466666667,
1613433600000,47911.1,50689.18,47003.62,49133.45,88813.266298,2021-02-16,1,0,43462.043333333335,34869.522333333334,
1613520000000,49133.45,52618.74,48947.0,52119.71,85743.637818,2021-02-17,2,0,44572.274666666664,35341.15733333333,
1613606400000,52117.67,52530.0,50901.9,51552.6,60758.046954,2021-02-18,3,0,45501.189999999995,35809.442,
1613692800000,51552.61,56368.0,50710.2,55906.0,79659.77802,2021-02-19,4,0,46765.812666666665,36362.546833333334,
1613779200000,55906.0,57700.46,53863.93,55841.19,80948.205314,2021-02-20,5,0,47935.876000000004,36896.38683333333,
1613865600000,55841.19,58352.8,55477.59,57408.57,58166.708511,2021-02-21,6,0,49150.651333333335,37465.98366666667,
1613952000000,57412.35,57508.47,47622.0,54087.67,134019.434944,2021-02-22,0,0,50170.11666666667,37971.95816666667,
1614038400000,54087.67,54183.59,44892.56,48891.0,169375.025051,2021-02-23,1,0,50337.85866666667,38374.933666666664,
